,Year,Rank,Country name,Ladder score,upperwhisker,lowerwhisker,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Continent
549,2020,43,Uzbekistan,6.179,6.312,6.045,0.769,1.027,0.528,0.716,0.391,0.271,2.477,Asia
550,2020,44,Chile,6.172,6.262,6.081,1.2,0.946,0.678,0.438,0.159,0.07,2.682,South America
551,2020,45,Poland,6.166,6.245,6.087,1.309,0.982,0.668,0.558,0.08,0.13,2.438,Europe
552,2020,46,Kazakhstan,6.152,6.243,6.06,1.23,1.103,0.527,0.573,0.143,0.132,2.446,Asia
553,2020,47,Romania,6.14,6.253,6.027,1.275,0.832,0.595,0.564,0.045,0.001,2.83,Europe
554,2020,48,Kuwait,6.106,6.235,5.977,1.461,0.857,0.58,0.591,0.12,0.13,2.368,Asia
555,2020,49,Serbia,6.078,6.181,5.974,1.101,0.924,0.634,0.482,0.189,0.066,2.682,Europe
556,2020,50,El Salvador,6.061,6.188,5.933,0.845,0.675,0.565,0.615,0.116,0.16,3.085,North America
557,2020,51,Mauritius,6.049,6.165,5.933,1.178,0.996,0.574,0.59,0.153,0.096,2.462,Africa
558,2020,52,Latvia,6.032,6.103,5.961,1.285,1.047,0.587,0.405,0.082,0.089,2.536,Europe
559,2020,53,Colombia,6.012,6.132,5.892,1.021,0.866,0.615,0.554,0.1,0.063,2.794,South America
560,2020,54,Hungary,5.992,6.085,5.899,1.301,1.083,0.615,0.454,0.067,0.04,2.432,Europe
561,2020,55,Thailand,5.985,6.077,5.893,1.107,0.957,0.596,0.611,0.375,0.028,2.309,Asia
562,2020,56,Nicaragua,5.972,6.134,5.81,0.693,0.904,0.604,0.553,0.201,0.176,2.841,North America
563,2020,57,Japan,5.94,6.02,5.861,1.389,0.949,0.838,0.504,0.02,0.192,2.048,Asia
564,2020,58,Argentina,5.929,6.04,5.819,1.162,0.98,0.646,0.544,0.069,0.067,2.461,South America
565,2020,59,Portugal,5.929,6.037,5.821,1.323,0.939,0.76,0.621,0.029,0.033,2.225,Europe
566,2020,60,Honduras,5.919,6.081,5.758,0.703,0.787,0.593,0.578,0.241,0.083,2.934,North America
567,2020,61,Croatia,5.882,5.975,5.788,1.251,1.039,0.703,0.453,0.111,0.0,2.325,Europe
568,2020,62,Philippines,5.88,5.982,5.778,0.853,0.828,0.426,0.651,0.125,0.126,2.872,Asia
569,2020,64,Peru,5.84,5.988,5.692,0.986,0.833,0.623,0.536,0.087,0.031,2.744,South America
570,2020,65,Bosnia and Herzegovina,5.813,5.911,5.715,1.032,0.919,0.618,0.395,0.261,0.005,2.583,Europe
571,2020,67,Ecuador,5.764,5.875,5.653,0.935,0.806,0.64,0.56,0.107,0.062,2.653,South America
572,2020,68,Kyrgyzstan,5.744,5.834,5.653,0.665,0.971,0.501,0.673,0.266,0.02,2.648,Asia
573,2020,69,Greece,5.723,5.813,5.632,1.273,0.811,0.76,0.243,0.0,0.074,2.561,Europe
574,2020,70,Bolivia,5.716,5.819,5.613,0.842,0.782,0.486,0.6,0.138,0.064,2.805,South America
575,2020,71,Mongolia,5.677,5.76,5.595,0.966,1.065,0.442,0.397,0.263,0.053,2.492,Asia
576,2020,72,Paraguay,5.653,5.832,5.473,0.983,0.97,0.549,0.602,0.206,0.037,2.306,South America
577,2020,73,Montenegro,5.581,5.686,5.475,1.155,0.891,0.637,0.397,0.166,0.081,2.254,Europe
578,2020,74,Dominican Republic,5.545,5.685,5.405,1.106,0.879,0.555,0.581,0.101,0.144,2.178,North America
579,2020,76,Belarus,5.534,5.625,5.442,1.124,1.007,0.56,0.326,0.07,0.199,2.247,Europe
580,2020,79,Tajikistan,5.466,5.532,5.4,0.508,0.895,0.498,0.548,0.152,0.247,2.619,Asia
581,2020,81,Libya,5.41,5.558,5.262,1.044,0.821,0.435,0.474,0.131,0.174,2.331,Africa
582,2020,82,Malaysia,5.384,5.48,5.289,1.259,0.797,0.587,0.624,0.27,0.064,1.784,Asia
583,2020,83,Indonesia,5.345,5.454,5.235,0.954,0.786,0.433,0.598,0.541,0.046,1.987,Asia
584,2020,84,Congo,5.342,5.533,5.151,0.518,0.392,0.307,0.381,0.144,0.124,3.476,Africa
585,2020,85,China,5.339,5.397,5.281,1.061,0.785,0.665,0.636,0.093,0.117,1.982,Asia
586,2020,87,Armenia,5.283,5.397,5.168,0.996,0.758,0.585,0.54,0.079,0.198,2.127,Europe
587,2020,88,Nepal,5.269,5.406,5.132,0.519,0.702,0.496,0.488,0.287,0.135,2.642,Asia
588,2020,89,Bulgaria,5.266,5.371,5.16,1.181,1.055,0.583,0.494,0.125,0.005,1.823,Europe
589,2020,90,Maldives,5.198,5.339,5.057,1.115,1.015,0.697,0.575,0.204,0.073,1.52,Asia
590,2020,91,Azerbaijan,5.171,5.25,5.091,1.025,0.841,0.541,0.526,0.043,0.276,1.919,Europe
591,2020,92,Cameroon,5.142,5.288,4.996,0.543,0.556,0.159,0.425,0.205,0.058,3.195,Africa
592,2020,93,Senegal,5.132,5.266,4.998,0.518,0.558,0.357,0.381,0.158,0.088,3.071,Africa
593,2020,94,Albania,5.117,5.234,5.001,1.008,0.529,0.646,0.491,0.168,0.024,2.25,Europe
594,2020,96,Ghana,5.088,5.219,4.958,0.68,0.595,0.287,0.517,0.268,0.058,2.684,Africa
595,2020,97,Niger,5.074,5.273,4.875,0.162,0.402,0.167,0.516,0.2,0.157,3.47,Africa
596,2020,98,Turkmenistan,5.066,5.136,4.996,1.046,1.172,0.439,0.602,0.366,0.033,1.409,Asia
597,2020,99,Gambia,5.051,5.225,4.877,0.367,0.511,0.21,0.384,0.465,0.123,2.99,Africa
598,2020,100,Benin,5.045,5.189,4.901,0.507,0.058,0.196,0.457,0.166,0.178,3.482,Africa
599,2020,102,Bangladesh,5.025,5.115,4.934,0.635,0.52,0.514,0.603,0.161,0.164,2.427,Asia
600,2020,103,Guinea,4.984,5.16,4.808,0.42,0.399,0.206,0.384,0.25,0.111,3.216,Africa
601,2020,104,South Africa,4.956,5.074,4.839,0.967,0.895,0.265,0.447,0.144,0.051,2.187,Africa
602,2020,106,Pakistan,4.934,5.066,4.802,0.637,0.423,0.322,0.418,0.252,0.097,2.784,Asia
603,2020,107,Morocco,4.918,5.036,4.8,0.792,0.219,0.558,0.477,0.034,0.088,2.749,Africa
604,2020,108,Venezuela,4.892,5.017,4.767,0.852,0.897,0.574,0.284,0.078,0.072,2.135,South America
605,2020,109,Georgia,4.891,4.998,4.785,1.03,0.47,0.498,0.488,0.032,0.181,2.191,Europe
606,2020,110,Algeria,4.887,4.991,4.783,0.946,0.765,0.552,0.119,0.144,0.12,2.242,Africa
607,2020,111,Ukraine,4.875,4.977,4.773,0.979,0.958,0.517,0.417,0.181,0.01,1.813,Europe
608,2020,112,Iraq,4.854,4.97,4.738,0.91,0.638,0.381,0.302,0.153,0.041,2.429,Asia
609,2020,113,Gabon,4.852,4.998,4.706,1.037,0.707,0.362,0.424,0.058,0.064,2.201,Africa
610,2020,115,Cambodia,4.83,4.963,4.698,0.603,0.68,0.426,0.702,0.21,0.061,2.148,Asia
611,2020,116,Mozambique,4.794,4.997,4.592,0.183,0.634,0.196,0.608,0.228,0.163,2.783,Africa
612,2020,117,Nigeria,4.759,4.861,4.658,0.663,0.625,0.051,0.433,0.212,0.039,2.736,Africa
613,2020,118,Mali,4.723,4.884,4.563,0.387,0.59,0.11,0.384,0.164,0.072,3.016,Africa
614,2020,119,Iran,4.721,4.828,4.614,1.03,0.557,0.561,0.275,0.33,0.144,1.823,Asia
615,2020,120,Uganda,4.636,4.78,4.493,0.364,0.718,0.24,0.398,0.267,0.054,2.596,Africa
616,2020,121,Liberia,4.625,4.833,4.417,0.228,0.58,0.253,0.43,0.221,0.057,2.857,Africa
617,2020,122,Kenya,4.607,4.747,4.466,0.603,0.508,0.385,0.483,0.375,0.073,2.18,Africa
618,2020,123,Tunisia,4.596,4.709,4.484,0.919,0.515,0.59,0.334,0.057,0.044,2.138,Africa
619,2020,124,Lebanon,4.584,4.691,4.477,1.045,0.868,0.595,0.175,0.14,0.026,1.736,Asia
620,2020,125,Namibia,4.574,4.7,4.448,0.882,0.801,0.262,0.411,0.091,0.059,2.068,Africa
621,2020,128,Jordan,4.395,4.516,4.273,0.89,0.685,0.583,0.455,0.079,0.15,1.553,Asia
622,2020,129,Chad,4.355,4.54,4.171,0.255,0.353,0.0,0.24,0.215,0.084,3.209,Africa
623,2020,130,Sri Lanka,4.325,4.454,4.196,0.99,0.82,0.593,0.559,0.239,0.049,1.075,Asia
624,2020,131,Swaziland,4.308,4.448,4.168,0.849,0.693,0.074,0.323,0.067,0.147,2.155,Africa
625,2020,132,Comoros,4.289,4.454,4.123,0.488,0.367,0.279,0.202,0.241,0.101,2.61,Africa
626,2020,133,Egypt,4.283,4.371,4.195,0.954,0.647,0.426,0.446,0.069,0.092,1.648,Africa
627,2020,134,Ethiopia,4.275,4.374,4.175,0.37,0.679,0.331,0.451,0.241,0.114,2.089,Africa
628,2020,135,Mauritania,4.227,4.365,4.09,0.666,0.749,0.273,0.218,0.119,0.133,2.069,Africa
629,2020,136,Madagascar,4.208,4.349,4.068,0.266,0.503,0.341,0.207,0.185,0.087,2.62,Africa
630,2020,137,Togo,4.107,4.258,3.956,0.254,0.239,0.203,0.289,0.209,0.107,2.806,Africa
631,2020,138,Zambia,4.073,4.209,3.938,0.528,0.552,0.231,0.487,0.227,0.074,1.975,Africa
632,2020,139,Sierra Leone,3.849,4.001,3.698,0.279,0.377,0.1,0.408,0.243,0.047,2.396,Africa
633,2020,140,India,3.819,3.869,3.769,0.741,0.316,0.383,0.622,0.246,0.106,1.405,Asia
634,2020,141,Burundi,3.775,3.985,3.565,0.0,0.062,0.155,0.298,0.172,0.212,2.876,Africa
635,2020,142,Yemen,3.658,3.794,3.521,0.329,0.831,0.272,0.268,0.092,0.089,1.776,Asia
636,2020,143,Tanzania,3.623,3.762,3.485,0.433,0.54,0.3,0.549,0.307,0.231,1.263,Africa
637,2020,144,Haiti,3.615,3.953,3.276,0.294,0.173,0.227,0.257,0.463,0.139,2.06,North America
638,2020,145,Malawi,3.6,3.781,3.419,0.113,0.168,0.298,0.484,0.213,0.134,2.19,Africa
639,2020,146,Lesotho,3.512,3.748,3.276,0.451,0.731,0.007,0.405,0.103,0.015,1.8,Africa
640,2020,147,Botswana,3.467,3.611,3.322,1.099,0.724,0.34,0.539,0.027,0.088,0.648,Africa
641,2020,148,Rwanda,3.415,3.548,3.282,0.364,0.202,0.407,0.627,0.227,0.493,1.095,Africa
642,2020,149,Zimbabwe,3.145,3.259,3.03,0.457,0.649,0.243,0.359,0.157,0.075,1.205,Africa
643,2020,150,Afghanistan,2.523,2.596,2.449,0.37,0.0,0.126,0.0,0.122,0.01,1.895,Asia
644,2019,1,Finland,7.809,7.87,7.748,1.285,1.5,0.961,0.662,0.16,0.478,2.763,Europe
645,2019,2,Denmark,7.646,7.711,7.58,1.327,1.503,0.979,0.665,0.243,0.495,2.433,Europe
646,2019,3,Switzerland,7.56,7.629,7.491,1.391,1.472,1.041,0.629,0.269,0.408,2.35,Europe
647,2019,4,Iceland,7.504,7.621,7.388,1.327,1.548,1.001,0.662,0.362,0.145,2.461,Europe
648,2019,5,Norway,7.488,7.556,7.42,1.424,1.495,1.008,0.67,0.288,0.434,2.168,Europe
649,2019,6,Netherlands,7.449,7.503,7.394,1.339,1.464,0.976,0.614,0.336,0.369,2.352,Europe
650,2019,7,Sweden,7.353,7.425,7.282,1.322,1.433,0.986,0.65,0.273,0.442,2.246,Europe
651,2019,8,New Zealand,7.3,7.377,7.222,1.242,1.487,1.008,0.647,0.326,0.461,2.128,Oceania
652,2019,9,Austria,7.294,7.36,7.229,1.317,1.437,1.001,0.603,0.256,0.281,2.398,Europe
653,2019,10,Luxembourg,7.238,7.298,7.177,1.537,1.388,0.986,0.61,0.196,0.367,2.154,Europe
654,2019,11,Canada,7.232,7.311,7.153,1.302,1.435,1.023,0.644,0.282,0.352,2.195,North America
655,2019,12,Australia,7.223,7.305,7.141,1.31,1.477,1.023,0.622,0.325,0.336,2.13,Oceania
656,2019,13,United Kingdom,7.165,7.237,7.092,1.273,1.458,0.976,0.525,0.373,0.323,2.237,Europe
657,2019,14,Israel,7.129,7.212,7.045,1.216,1.403,1.008,0.421,0.267,0.1,2.713,Asia
658,2019,15,Costa Rica,7.121,7.209,7.034,0.981,1.375,0.94,0.645,0.131,0.096,2.953,North America
659,2019,16,Ireland,7.094,7.172,7.016,1.447,1.471,0.976,0.588,0.295,0.373,1.944,Europe
660,2019,17,Germany,7.076,7.146,7.006,1.314,1.369,0.972,0.564,0.252,0.309,2.295,Europe
661,2019,18,United States,6.94,7.032,6.847,1.374,1.405,0.832,0.535,0.298,0.152,2.344,North America
662,2019,19,Czechia,6.911,6.995,6.827,1.212,1.405,0.895,0.506,0.046,0.05,2.797,Europe
663,2019,20,Belgium,6.864,6.931,6.796,1.296,1.399,0.965,0.5,0.147,0.209,2.349,Europe
664,2019,21,United Arab Emirates,6.791,6.871,6.711,1.431,1.251,0.788,0.653,0.281,0.22,2.167,Asia
665,2019,22,Malta,6.773,6.857,6.689,1.253,1.443,0.972,0.633,0.341,0.179,1.952,Europe
666,2019,23,France,6.664,6.737,6.59,1.268,1.459,1.03,0.514,0.113,0.227,2.053,Europe
667,2019,24,Mexico,6.465,6.559,6.371,1.024,1.226,0.832,0.554,0.083,0.083,2.663,North America
668,2019,26,Uruguay,6.44,6.529,6.351,1.071,1.425,0.857,0.594,0.132,0.193,2.167,South America
669,2019,27,Saudi Arabia,6.406,6.517,6.296,1.334,1.31,0.76,0.548,0.087,0.163,2.203,Asia
670,2019,28,Spain,6.401,6.484,6.318,1.231,1.421,1.051,0.426,0.165,0.11,1.997,Europe
671,2019,29,Guatemala,6.399,6.513,6.284,0.754,1.174,0.706,0.613,0.171,0.098,2.883,North America
672,2019,30,Italy,6.387,6.472,6.303,1.236,1.347,1.023,0.321,0.17,0.04,2.25,Europe
673,2019,31,Singapore,6.377,6.442,6.312,1.52,1.395,1.138,0.635,0.219,0.533,0.937,Asia
674,2019,32,Brazil,6.376,6.456,6.296,0.953,1.363,0.766,0.483,0.132,0.107,2.572,South America
675,2019,33,Slovenia,6.363,6.449,6.277,1.209,1.465,0.933,0.647,0.146,0.077,1.889,Europe
676,2019,34,El Salvador,6.348,6.462,6.234,0.749,1.149,0.753,0.524,0.119,0.117,2.937,North America
677,2019,36,Panama,6.305,6.422,6.188,1.098,1.376,0.879,0.58,0.097,0.054,2.221,North America
678,2019,37,Slovakia,6.281,6.357,6.204,1.195,1.424,0.853,0.424,0.117,0.011,2.256,Europe
679,2019,38,Uzbekistan,6.258,6.364,6.151,0.697,1.434,0.717,0.693,0.363,0.28,2.073,Asia
680,2019,39,Chile,6.228,6.318,6.139,1.097,1.323,0.889,0.417,0.156,0.063,2.283,South America
681,2019,40,Bahrain,6.227,6.388,6.067,1.297,1.315,0.839,0.61,0.287,0.127,1.752,Asia
682,2019,41,Lithuania,6.215,6.302,6.129,1.194,1.433,0.795,0.42,0.054,0.081,2.238,Europe
683,2019,42,Trinidad and Tobago,6.192,6.416,5.968,1.168,1.407,0.659,0.553,0.199,0.015,2.191,North America
684,2019,43,Poland,6.186,6.256,6.117,1.169,1.31,0.868,0.558,0.063,0.161,2.057,Europe
685,2019,44,Colombia,6.163,6.274,6.053,0.932,1.334,0.81,0.527,0.092,0.046,2.422,South America
686,2019,45,Cyprus,6.159,6.258,6.06,1.213,1.149,1.026,0.459,0.228,0.051,2.032,Europe
687,2019,46,Nicaragua,6.137,6.262,6.012,0.62,1.271,0.803,0.56,0.213,0.174,2.496,North America
688,2019,47,Romania,6.124,6.217,6.031,1.12,1.194,0.792,0.535,0.068,0.001,2.413,Europe
689,2019,48,Kuwait,6.102,6.207,5.998,1.425,1.245,0.776,0.57,0.133,0.113,1.84,Asia
690,2019,49,Mauritius,6.101,6.213,5.989,1.074,1.396,0.763,0.591,0.187,0.084,2.007,Africa
691,2019,50,Kazakhstan,6.058,6.143,5.973,1.123,1.453,0.699,0.497,0.154,0.11,2.022,Asia
692,2019,51,Estonia,6.022,6.092,5.951,1.192,1.453,0.843,0.577,0.125,0.202,1.63,Europe
693,2019,52,Philippines,6.006,6.104,5.908,0.775,1.245,0.602,0.622,0.129,0.13,2.502,Asia
694,2019,53,Hungary,6.0,6.078,5.923,1.164,1.423,0.807,0.386,0.07,0.028,2.122,Europe
695,2019,54,Thailand,5.999,6.082,5.915,1.007,1.348,0.794,0.609,0.377,0.032,1.832,Asia
696,2019,55,Argentina,5.975,6.079,5.87,1.028,1.373,0.85,0.521,0.07,0.06,2.073,South America
697,2019,56,Honduras,5.953,6.082,5.824,0.599,1.187,0.792,0.568,0.257,0.087,2.464,North America
698,2019,57,Latvia,5.95,6.018,5.882,1.141,1.414,0.778,0.329,0.075,0.09,2.121,Europe
699,2019,58,Ecuador,5.925,6.029,5.822,0.853,1.221,0.839,0.555,0.115,0.087,2.255,South America
700,2019,59,Portugal,5.911,6.015,5.807,1.169,1.34,0.979,0.59,0.053,0.028,1.753,Europe
701,2019,60,Jamaica,5.89,6.126,5.653,0.779,1.408,0.788,0.553,0.116,0.03,2.214,North America
702,2019,62,Japan,5.871,5.952,5.79,1.267,1.332,1.073,0.495,0.036,0.181,1.486,Asia
703,2019,63,Peru,5.797,5.917,5.677,0.919,1.208,0.824,0.513,0.092,0.027,2.213,South America
704,2019,64,Serbia,5.778,5.878,5.679,0.988,1.327,0.828,0.395,0.15,0.059,2.029,Europe
705,2019,65,Bolivia,5.747,5.847,5.648,0.731,1.142,0.662,0.574,0.138,0.073,2.426,South America
706,2019,66,Pakistan,5.693,5.788,5.599,0.617,0.873,0.47,0.405,0.229,0.123,2.977,Asia
707,2019,67,Paraguay,5.692,5.794,5.59,0.898,1.368,0.736,0.587,0.204,0.065,1.834,South America
708,2019,68,Dominican Republic,5.689,5.826,5.552,0.983,1.329,0.742,0.563,0.112,0.116,1.844,North America
709,2019,69,Bosnia and Herzegovina,5.674,5.765,5.583,0.918,1.204,0.814,0.305,0.264,0.001,2.167,Europe
710,2019,71,Tajikistan,5.556,5.619,5.492,0.475,1.218,0.681,0.521,0.182,0.222,2.257,Asia
711,2019,72,Montenegro,5.546,5.642,5.45,1.01,1.266,0.839,0.303,0.149,0.098,1.881,Europe
712,2019,74,Kyrgyzstan,5.542,5.627,5.456,0.513,1.341,0.681,0.615,0.301,0.03,2.06,Asia
713,2019,75,Belarus,5.54,5.613,5.467,1.019,1.387,0.753,0.291,0.09,0.194,1.807,Europe
714,2019,77,Greece,5.515,5.607,5.423,1.128,1.169,0.979,0.174,0.0,0.049,2.016,Europe
715,2019,79,Croatia,5.505,5.579,5.431,1.109,1.311,0.901,0.381,0.114,0.012,1.676,Europe
716,2019,80,Libya,5.489,5.608,5.37,1.022,1.196,0.616,0.451,0.143,0.172,1.889,Africa
717,2019,81,Mongolia,5.456,5.535,5.377,0.905,1.459,0.616,0.356,0.264,0.047,1.811,Asia
718,2019,82,Malaysia,5.384,5.48,5.289,1.168,1.174,0.789,0.597,0.275,0.062,1.319,Asia
719,2019,84,Indonesia,5.286,5.379,5.192,0.892,1.155,0.61,0.568,0.543,0.038,1.48,Asia
720,2019,86,Benin,5.216,5.368,5.064,0.366,0.352,0.328,0.406,0.197,0.126,3.441,Africa
721,2019,87,Maldives,5.198,5.339,5.057,0.938,1.402,0.914,0.548,0.224,0.072,1.099,Asia
722,2019,88,Congo,5.194,5.345,5.043,0.634,0.758,0.458,0.387,0.117,0.119,2.723,Africa
723,2019,89,Azerbaijan,5.165,5.232,5.098,0.99,1.181,0.731,0.468,0.04,0.247,1.508,Europe
724,2019,90,Macedonia,5.16,5.251,5.068,0.935,1.183,0.803,0.41,0.186,0.025,1.618,Europe
725,2019,91,Ghana,5.148,5.263,5.033,0.576,0.966,0.432,0.477,0.261,0.057,2.378,Africa
726,2019,92,Nepal,5.137,5.25,5.024,0.444,1.101,0.669,0.481,0.301,0.128,2.014,Asia
727,2019,94,China,5.124,5.175,5.073,0.991,1.132,0.867,0.602,0.079,0.117,1.336,Asia
728,2019,95,Turkmenistan,5.119,5.177,5.062,1.009,1.51,0.612,0.515,0.323,0.034,1.115,Asia
729,2019,96,Bulgaria,5.102,5.188,5.015,1.047,1.461,0.778,0.418,0.104,0.0,1.295,Europe
730,2019,97,Morocco,5.095,5.204,4.986,0.759,0.645,0.745,0.45,0.04,0.077,2.378,Africa
731,2019,98,Cameroon,5.085,5.217,4.953,0.504,0.9,0.27,0.439,0.198,0.054,2.719,Africa
732,2019,99,Venezuela,5.053,5.179,4.927,0.77,1.349,0.767,0.272,0.087,0.064,1.745,South America
733,2019,100,Algeria,5.005,5.092,4.918,0.944,1.143,0.745,0.084,0.119,0.129,1.841,Africa
734,2019,101,Senegal,4.981,5.084,4.877,0.504,0.955,0.518,0.352,0.164,0.082,2.405,Africa
735,2019,102,Guinea,4.949,5.092,4.806,0.39,0.751,0.334,0.372,0.249,0.112,2.741,Africa
736,2019,103,Niger,4.91,5.061,4.758,0.108,0.704,0.299,0.435,0.208,0.138,3.018,Africa
737,2019,105,Albania,4.883,4.993,4.773,0.907,0.83,0.846,0.462,0.171,0.025,1.641,Europe
738,2019,106,Cambodia,4.848,4.962,4.735,0.545,1.071,0.588,0.675,0.233,0.073,1.663,Asia
739,2019,107,Bangladesh,4.833,4.911,4.754,0.556,0.869,0.695,0.604,0.177,0.177,1.755,Asia
740,2019,108,Gabon,4.829,4.947,4.711,0.988,1.106,0.523,0.369,0.052,0.056,1.735,Africa
741,2019,109,South Africa,4.814,4.932,4.696,0.902,1.259,0.407,0.435,0.126,0.06,1.625,Africa
742,2019,110,Iraq,4.785,4.937,4.632,0.982,1.011,0.529,0.284,0.153,0.073,1.752,Asia
743,2019,111,Lebanon,4.772,4.857,4.686,0.889,1.192,0.789,0.186,0.159,0.022,1.536,Asia
744,2019,113,Gambia,4.751,4.882,4.619,0.257,0.883,0.353,0.403,0.426,0.158,2.27,Africa
745,2019,114,Mali,4.729,4.855,4.603,0.352,0.973,0.235,0.378,0.17,0.062,2.559,Africa
746,2019,115,Nigeria,4.724,4.826,4.622,0.646,0.987,0.168,0.435,0.221,0.048,2.22,Africa
747,2019,116,Armenia,4.677,4.792,4.562,0.808,1.035,0.776,0.378,0.107,0.105,1.468,Europe
748,2019,117,Georgia,4.673,4.758,4.588,0.847,0.731,0.695,0.485,0.048,0.174,1.692,Europe
749,2019,118,Iran,4.672,4.782,4.563,1.029,0.886,0.749,0.301,0.277,0.143,1.287,Asia
750,2019,119,Jordan,4.633,4.749,4.518,0.785,1.14,0.778,0.425,0.091,0.152,1.262,Asia
751,2019,120,Mozambique,4.624,4.779,4.468,0.179,0.955,0.324,0.561,0.22,0.163,2.221,Africa
752,2019,121,Kenya,4.583,4.716,4.45,0.476,0.905,0.536,0.519,0.394,0.067,1.685,Africa
753,2019,122,Namibia,4.571,4.691,4.452,0.84,1.246,0.407,0.445,0.076,0.054,1.503,Africa
754,2019,123,Ukraine,4.561,4.658,4.463,0.78,1.321,0.699,0.319,0.179,0.01,1.253,Europe
755,2019,124,Liberia,4.558,4.719,4.397,0.174,0.921,0.392,0.406,0.227,0.051,2.387,Africa
756,2019,126,Uganda,4.432,4.566,4.298,0.312,1.052,0.378,0.402,0.265,0.064,1.959,Africa
757,2019,127,Chad,4.423,4.57,4.275,0.302,0.739,0.109,0.229,0.211,0.086,2.747,Africa
758,2019,128,Tunisia,4.392,4.49,4.295,0.875,0.872,0.781,0.236,0.056,0.044,1.528,Africa
759,2019,129,Mauritania,4.375,4.483,4.267,0.54,1.113,0.425,0.186,0.129,0.122,1.86,Africa
760,2019,130,Sri Lanka,4.327,4.431,4.223,0.898,1.195,0.792,0.529,0.253,0.049,0.611,Asia
761,2019,132,Swaziland,4.308,4.448,4.168,0.828,1.065,0.216,0.3,0.067,0.147,1.686,Africa
762,2019,134,Comoros,4.289,4.454,4.123,0.416,0.723,0.437,0.181,0.259,0.1,2.173,Africa
763,2019,135,Togo,4.187,4.31,4.065,0.268,0.548,0.343,0.304,0.201,0.115,2.41,Africa
764,2019,136,Ethiopia,4.186,4.262,4.11,0.315,1.001,0.484,0.413,0.228,0.117,1.628,Africa
765,2019,137,Madagascar,4.166,4.278,4.053,0.245,0.824,0.501,0.193,0.191,0.076,2.136,Africa
766,2019,138,Egypt,4.151,4.222,4.081,0.875,0.983,0.597,0.374,0.069,0.095,1.159,Africa
767,2019,139,Sierra Leone,3.926,4.046,3.807,0.241,0.748,0.204,0.382,0.258,0.048,2.046,Africa
768,2019,140,Burundi,3.775,3.985,3.565,0.0,0.404,0.295,0.275,0.187,0.212,2.402,Africa
769,2019,141,Zambia,3.759,3.878,3.64,0.537,0.896,0.364,0.491,0.251,0.087,1.134,Africa
770,2019,142,Haiti,3.721,3.92,3.522,0.285,0.647,0.374,0.169,0.464,0.162,1.62,North America
771,2019,143,Lesotho,3.653,3.814,3.492,0.455,1.089,0.101,0.409,0.103,0.05,1.446,Africa
772,2019,144,India,3.573,3.628,3.519,0.731,0.644,0.541,0.581,0.237,0.106,0.734,Asia
773,2019,145,Malawi,3.538,3.676,3.4,0.177,0.53,0.446,0.487,0.213,0.132,1.553,Africa
774,2019,146,Yemen,3.527,3.634,3.421,0.393,1.177,0.415,0.244,0.095,0.087,1.116,Asia
775,2019,147,Botswana,3.479,3.598,3.36,0.998,1.086,0.494,0.509,0.033,0.102,0.257,Africa
776,2019,148,Tanzania,3.476,3.6,3.352,0.457,0.873,0.443,0.509,0.272,0.204,0.719,Africa
777,2019,149,Central African Republic,3.476,3.702,3.25,0.041,0.0,0.0,0.293,0.254,0.028,2.86,Africa
778,2019,150,Rwanda,3.312,3.415,3.21,0.343,0.523,0.572,0.604,0.236,0.486,0.548,Africa
779,2019,151,Zimbabwe,3.299,3.414,3.184,0.426,1.048,0.375,0.377,0.151,0.081,0.841,Africa
780,2019,152,South Sudan,2.817,3.028,2.606,0.289,0.553,0.209,0.066,0.21,0.111,1.379,Africa
781,2019,153,Afghanistan,2.567,2.628,2.506,0.301,0.356,0.266,0.0,0.135,0.001,1.507,Asia
